,fdc_id,data_type,description,food_category_id,publication_date
5158,2345918,survey_fndds_food,"Candy, mint",,2022-10-28
5159,2345919,survey_fndds_food,"Candy, gummy",,2022-10-28
5160,2345920,survey_fndds_food,"Candy, hard",,2022-10-28
5161,2345921,survey_fndds_food,"Candy, lollipop",,2022-10-28
5162,2345922,survey_fndds_food,Cough drops,,2022-10-28
5163,2345923,survey_fndds_food,"Candy, cotton",,2022-10-28
5165,2345925,survey_fndds_food,"Chocolate candy, candy shell",,2022-10-28
5166,2345926,survey_fndds_food,"Chocolate candy, candy shell with nuts",,2022-10-28
5167,2345927,survey_fndds_food,"Candy, fruit snacks",,2022-10-28
5168,2345928,survey_fndds_food,"Candy, fruit leather",,2022-10-28
5169,2345929,survey_fndds_food,"Candy, taffy",,2022-10-28
5170,2345930,survey_fndds_food,"Candy, non chocolate, sugar free",,2022-10-28
5171,2345931,survey_fndds_food,Chewing gum,,2022-10-28
5172,2345932,survey_fndds_food,"Chewing gum, sugar free",,2022-10-28
5173,2345933,survey_fndds_food,"Coffee, NS as to type",,2022-10-28
5175,2345935,survey_fndds_food,"Coffee, brewed",,2022-10-28
5176,2345936,survey_fndds_food,"Coffee, brewed, blend of regular and decaffeinated",,2022-10-28
5177,2345937,survey_fndds_food,"Coffee, Turkish",,2022-10-28
5178,2345938,survey_fndds_food,"Coffee, espresso",,2022-10-28
5179,2345939,survey_fndds_food,"Coffee, espresso, decaffeinated",,2022-10-28
5181,2345941,survey_fndds_food,"Coffee, Cuban",,2022-10-28
5182,2345942,survey_fndds_food,"Coffee, macchiato",,2022-10-28
5183,2345943,survey_fndds_food,"Coffee, macchiato, sweetened",,2022-10-28
5184,2345944,survey_fndds_food,"Coffee, cafe con leche",,2022-10-28
5185,2345945,survey_fndds_food,"Coffee, cafe con leche, decaffeinated",,2022-10-28
5186,2345946,survey_fndds_food,"Coffee, Latte",,2022-10-28
5187,2345947,survey_fndds_food,"Coffee, Latte, nonfat",,2022-10-28
5188,2345948,survey_fndds_food,"Coffee, Latte, with non-dairy milk",,2022-10-28
5192,2345952,survey_fndds_food,"Coffee, Latte, decaffeinated",,2022-10-28
5193,2345953,survey_fndds_food,"Coffee, Latte, decaffeinated, nonfat",,2022-10-28
5194,2345954,survey_fndds_food,"Coffee, Latte, decaffeinated, with non-dairy milk",,2022-10-28
5198,2345958,survey_fndds_food,Frozen coffee drink,,2022-10-28
5199,2345959,survey_fndds_food,"Frozen coffee drink, nonfat",,2022-10-28
5200,2345960,survey_fndds_food,"Frozen coffee drink, with non-dairy milk",,2022-10-28
5201,2345961,survey_fndds_food,"Frozen coffee drink, with whipped cream",,2022-10-28
5202,2345962,survey_fndds_food,"Frozen coffee drink, nonfat, with whipped cream",,2022-10-28
5203,2345963,survey_fndds_food,"Frozen coffee drink, with non-dairy milk and whipped cream",,2022-10-28
5204,2345964,survey_fndds_food,"Frozen coffee drink, decaffeinated",,2022-10-28
5205,2345965,survey_fndds_food,"Frozen coffee drink, decaffeinated, nonfat",,2022-10-28
5206,2345966,survey_fndds_food,"Frozen coffee drink, decaffeinated, with non-dairy milk",,2022-10-28
5207,2345967,survey_fndds_food,"Frozen coffee drink, decaffeinated, with whipped cream",,2022-10-28
5208,2345968,survey_fndds_food,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",,2022-10-28
5209,2345969,survey_fndds_food,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",,2022-10-28
5210,2345970,survey_fndds_food,"Coffee, Cafe Mocha",,2022-10-28
5211,2345971,survey_fndds_food,"Coffee, Cafe Mocha, nonfat",,2022-10-28
5212,2345972,survey_fndds_food,"Coffee, Cafe Mocha, with non-dairy milk",,2022-10-28
5213,2345973,survey_fndds_food,"Coffee, Cafe Mocha, decaffeinated",,2022-10-28
5214,2345974,survey_fndds_food,"Coffee, Cafe Mocha, decaffeinated, nonfat",,2022-10-28
5215,2345975,survey_fndds_food,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",,2022-10-28
5216,2345976,survey_fndds_food,Frozen mocha coffee drink,,2022-10-28
5217,2345977,survey_fndds_food,"Frozen mocha coffee drink, nonfat",,2022-10-28
5218,2345978,survey_fndds_food,"Frozen mocha coffee drink, with non-dairy milk",,2022-10-28
5219,2345979,survey_fndds_food,"Frozen mocha coffee drink, with whipped cream",,2022-10-28
5220,2345980,survey_fndds_food,"Frozen mocha coffee drink, nonfat, with whipped cream",,2022-10-28
5221,2345981,survey_fndds_food,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",,2022-10-28
5222,2345982,survey_fndds_food,"Frozen mocha coffee drink, decaffeinated",,2022-10-28
5223,2345983,survey_fndds_food,"Frozen mocha coffee drink, decaffeinated, nonfat",,2022-10-28
5224,2345984,survey_fndds_food,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",,2022-10-28
5225,2345985,survey_fndds_food,"Frozen mocha coffee drink, decaffeinated, with whipped cream",,2022-10-28
5226,2345986,survey_fndds_food,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",,2022-10-28
5227,2345987,survey_fndds_food,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",,2022-10-28
5228,2345988,survey_fndds_food,"Iced Coffee, brewed",,2022-10-28
5229,2345989,survey_fndds_food,"Iced Coffee, brewed, decaffeinated",,2022-10-28
5230,2345990,survey_fndds_food,"Iced Coffee, pre-lightened and pre-sweetened",,2022-10-28
5231,2345991,survey_fndds_food,"Coffee, Iced Latte",,2022-10-28
5232,2345992,survey_fndds_food,"Coffee, Iced Latte, nonfat",,2022-10-28
5233,2345993,survey_fndds_food,"Coffee, Iced Latte, with non-dairy milk",,2022-10-28
5237,2345997,survey_fndds_food,"Coffee, Iced Latte, decaffeinated",,2022-10-28
5238,2345998,survey_fndds_food,"Coffee, Iced Latte, decaffeinated, nonfat",,2022-10-28
5239,2345999,survey_fndds_food,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",,2022-10-28
5243,2346003,survey_fndds_food,"Coffee, Iced Cafe Mocha",,2022-10-28
5244,2346004,survey_fndds_food,"Coffee, Iced Cafe Mocha, nonfat",,2022-10-28
5245,2346005,survey_fndds_food,"Coffee, Iced Cafe Mocha, with non-dairy milk",,2022-10-28
5246,2346006,survey_fndds_food,"Coffee, Iced Cafe Mocha, decaffeinated",,2022-10-28
5247,2346007,survey_fndds_food,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",,2022-10-28
5248,2346008,survey_fndds_food,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",,2022-10-28
5249,2346009,survey_fndds_food,"Coffee, instant, reconstituted",,2022-10-28
5250,2346010,survey_fndds_food,"Coffee, instant, 50% less caffeine, reconstituted",,2022-10-28
5252,2346012,survey_fndds_food,"Coffee, brewed, decaffeinated",,2022-10-28
5253,2346013,survey_fndds_food,"Coffee, instant, decaffeinated, reconstituted",,2022-10-28
5254,2346014,survey_fndds_food,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",,2022-10-28
5255,2346015,survey_fndds_food,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",,2022-10-28
5256,2346016,survey_fndds_food,"Coffee, instant, pre-sweetened with sugar, reconstituted",,2022-10-28
5257,2346017,survey_fndds_food,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",,2022-10-28
5262,2346022,survey_fndds_food,"Coffee, pre-lightened and pre-sweetened with sugar",,2022-10-28
5263,2346023,survey_fndds_food,"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",,2022-10-28
5266,2346026,survey_fndds_food,"Coffee, pre-lightened",,2022-10-28
5267,2346027,survey_fndds_food,"Coffee, decaffeinated, pre-lightened",,2022-10-28
5268,2346028,survey_fndds_food,"Coffee, pre-sweetened with sugar",,2022-10-28
5269,2346029,survey_fndds_food,"Coffee, decaffeinated, pre-sweetened with sugar",,2022-10-28
5274,2346034,survey_fndds_food,"Coffee, Cappuccino",,2022-10-28
5275,2346035,survey_fndds_food,"Coffee, Cappuccino, nonfat",,2022-10-28
5276,2346036,survey_fndds_food,"Coffee, Cappuccino, with non-dairy milk",,2022-10-28
5277,2346037,survey_fndds_food,"Coffee, Cappuccino, decaffeinated",,2022-10-28
5278,2346038,survey_fndds_food,"Coffee, Cappuccino, decaffeinated, nonfat",,2022-10-28
5279,2346039,survey_fndds_food,"Coffee, Cappuccino, decaffeinated, with non-dairy milk",,2022-10-28
5280,2346040,survey_fndds_food,"Coffee, bottled/canned",,2022-10-28
5281,2346041,survey_fndds_food,"Coffee, bottled/canned, light",,2022-10-28
5282,2346042,survey_fndds_food,"Coffee, instant, not reconstituted",,2022-10-28
5283,2346043,survey_fndds_food,"Coffee, instant, 50% less caffeine, not reconstituted",,2022-10-28
5284,2346044,survey_fndds_food,"Coffee, instant, decaffeinated, not reconstituted",,2022-10-28
5285,2346045,survey_fndds_food,"Coffee, instant, pre-sweetened with sugar, not reconstituted",,2022-10-28
5286,2346046,survey_fndds_food,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",,2022-10-28
5289,2346049,survey_fndds_food,"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",,2022-10-28
5290,2346050,survey_fndds_food,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",,2022-10-28
5293,2346053,survey_fndds_food,Coffee substitute,,2022-10-28
5295,2346055,survey_fndds_food,Cereal beverage,,2022-10-28
5296,2346056,survey_fndds_food,"Cereal beverage with beet roots, from powdered instant",,2022-10-28
5297,2346057,survey_fndds_food,"Coffee substitute, dry powder",,2022-10-28
5298,2346058,survey_fndds_food,"Tea, hot, leaf, black",,2022-10-28
5299,2346059,survey_fndds_food,"Tea, hot, leaf, black, decaffeinated",,2022-10-28
5300,2346060,survey_fndds_food,"Tea, hot, leaf, green",,2022-10-28
5301,2346061,survey_fndds_food,"Tea, hot, leaf, green, decaffeinated",,2022-10-28
5302,2346062,survey_fndds_food,"Tea, hot, leaf, oolong",,2022-10-28
5303,2346063,survey_fndds_food,"Tea, iced, instant, black, unsweetened",,2022-10-28
5304,2346064,survey_fndds_food,"Tea, iced, instant, black, pre-sweetened with sugar",,2022-10-28
5305,2346065,survey_fndds_food,"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",,2022-10-28
5308,2346068,survey_fndds_food,"Tea, iced, instant, black, decaffeinated, unsweetened",,2022-10-28
5309,2346069,survey_fndds_food,"Tea, iced, instant, green, unsweetened",,2022-10-28
5310,2346070,survey_fndds_food,"Tea, iced, instant, green, pre-sweetened with sugar",,2022-10-28
5312,2346072,survey_fndds_food,"Tea, hot, herbal",,2022-10-28
5313,2346073,survey_fndds_food,"Tea, hot, hibiscus",,2022-10-28
5315,2346075,survey_fndds_food,"Tea, hot, chamomile",,2022-10-28
5316,2346076,survey_fndds_food,"Tea, hot, with milk",,2022-10-28
5317,2346077,survey_fndds_food,"Tea, ginger",,2022-10-28
5318,2346078,survey_fndds_food,"Tea, bubble",,2022-10-28
5319,2346079,survey_fndds_food,"Tea, kombucha",,2022-10-28
5320,2346080,survey_fndds_food,"Tea, iced, instant, black, unsweetened, dry",,2022-10-28
5321,2346081,survey_fndds_food,"Tea, iced, instant, black, pre-sweetened, dry",,2022-10-28
5322,2346082,survey_fndds_food,Iced Tea / Lemonade juice drink,,2022-10-28
5323,2346083,survey_fndds_food,"Iced Tea / Lemonade juice drink, light",,2022-10-28
5324,2346084,survey_fndds_food,"Iced Tea / Lemonade juice drink, diet",,2022-10-28
5325,2346085,survey_fndds_food,"Tea, iced, brewed, black, pre-sweetened with sugar",,2022-10-28
5327,2346087,survey_fndds_food,"Tea, iced, brewed, black, unsweetened",,2022-10-28
5328,2346088,survey_fndds_food,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar",,2022-10-28
5330,2346090,survey_fndds_food,"Tea, iced, brewed, black, decaffeinated, unsweetened",,2022-10-28
5331,2346091,survey_fndds_food,"Tea, iced, brewed, green, pre-sweetened with sugar",,2022-10-28
5333,2346093,survey_fndds_food,"Tea, iced, brewed, green, unsweetened",,2022-10-28
5334,2346094,survey_fndds_food,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar",,2022-10-28
5336,2346096,survey_fndds_food,"Tea, iced, brewed, green, decaffeinated, unsweetened",,2022-10-28
5337,2346097,survey_fndds_food,"Tea, iced, bottled, black",,2022-10-28
5338,2346098,survey_fndds_food,"Tea, iced, bottled, black, decaffeinated",,2022-10-28
5339,2346099,survey_fndds_food,"Tea, iced, bottled, black, diet",,2022-10-28
5340,2346100,survey_fndds_food,"Tea, iced, bottled, black, decaffeinated, diet",,2022-10-28
5341,2346101,survey_fndds_food,"Tea, iced, bottled, black, unsweetened",,2022-10-28
5342,2346102,survey_fndds_food,"Tea, iced, bottled, black, decaffeinated, unsweetened",,2022-10-28
5343,2346103,survey_fndds_food,"Tea, iced, bottled, green",,2022-10-28
5344,2346104,survey_fndds_food,"Tea, iced, bottled, green, diet",,2022-10-28
5345,2346105,survey_fndds_food,"Tea, iced, bottled, green, unsweetened",,2022-10-28
5346,2346106,survey_fndds_food,"Soft drink, NFS",,2022-10-28
5347,2346107,survey_fndds_food,"Soft drink, NFS, diet",,2022-10-28
5348,2346108,survey_fndds_food,"Water, tonic",,2022-10-28
5349,2346109,survey_fndds_food,"Water, carbonated, plain",,2022-10-28
5351,2346111,survey_fndds_food,"Soft drink, cola",,2022-10-28
5352,2346112,survey_fndds_food,"Soft drink, cola, reduced sugar",,2022-10-28
5353,2346113,survey_fndds_food,"Soft drink, cola, diet",,2022-10-28
5354,2346114,survey_fndds_food,"Soft drink, cola, decaffeinated",,2022-10-28
5355,2346115,survey_fndds_food,"Soft drink, cola, decaffeinated, diet",,2022-10-28
5356,2346116,survey_fndds_food,"Soft drink, pepper type",,2022-10-28
5357,2346117,survey_fndds_food,"Soft drink, pepper type, diet",,2022-10-28
5358,2346118,survey_fndds_food,"Soft drink, pepper type, decaffeinated",,2022-10-28
5359,2346119,survey_fndds_food,"Soft drink, pepper type, decaffeinated, diet",,2022-10-28
5360,2346120,survey_fndds_food,"Soft drink, cream soda",,2022-10-28
5361,2346121,survey_fndds_food,"Soft drink, cream soda, diet",,2022-10-28
5366,2346126,survey_fndds_food,"Soft drink, ginger ale",,2022-10-28
5367,2346127,survey_fndds_food,"Soft drink, ginger ale, diet",,2022-10-28
5368,2346128,survey_fndds_food,"Soft drink, root beer",,2022-10-28
5369,2346129,survey_fndds_food,"Soft drink, root beer, diet",,2022-10-28
5376,2346136,survey_fndds_food,"Fruit juice drink, citrus, carbonated",,2022-10-28
5377,2346137,survey_fndds_food,"Fruit juice drink, noncitrus, carbonated",,2022-10-28
5378,2346138,survey_fndds_food,Fruit juice drink,,2022-10-28
5379,2346139,survey_fndds_food,Tamarind drink,,2022-10-28
5380,2346140,survey_fndds_food,"Fruit punch, made with fruit juice and soda",,2022-10-28
5382,2346142,survey_fndds_food,"Lemonade, fruit juice drink",,2022-10-28
5384,2346144,survey_fndds_food,"Lemonade, frozen concentrate, not reconstituted",,2022-10-28
5386,2346146,survey_fndds_food,"Fruit juice beverage, 40-50% juice, citrus",,2022-10-28
5387,2346147,survey_fndds_food,"Frozen daiquiri mix, from frozen concentrate, reconstituted",,2022-10-28
5388,2346148,survey_fndds_food,"Pina Colada, nonalcoholic",,2022-10-28
5389,2346149,survey_fndds_food,"Margarita mix, nonalcoholic",,2022-10-28
5390,2346150,survey_fndds_food,Slush frozen drink,,2022-10-28
5391,2346151,survey_fndds_food,"Slush frozen drink, no sugar added",,2022-10-28
5393,2346153,survey_fndds_food,"Cranberry juice drink, with high vitamin C",,2022-10-28
5394,2346154,survey_fndds_food,"Fruit juice drink, with high vitamin C",,2022-10-28
5395,2346155,survey_fndds_food,"Vegetable and fruit juice drink, with high vitamin C",,2022-10-28
5396,2346156,survey_fndds_food,Fruit juice drink (Sunny D),,2022-10-28
5399,2346159,survey_fndds_food,"Fruit juice drink, with high vitamin C, light",,2022-10-28
5400,2346160,survey_fndds_food,"Fruit juice drink, light",,2022-10-28
5401,2346161,survey_fndds_food,"Fruit juice drink, diet",,2022-10-28
5402,2346162,survey_fndds_food,"Cranberry juice drink, with high vitamin C, light",,2022-10-28
5403,2346163,survey_fndds_food,"Grape juice drink, light",,2022-10-28
5404,2346164,survey_fndds_food,"Orange juice beverage, 40-50% juice, light",,2022-10-28
5405,2346165,survey_fndds_food,"Apple juice beverage, 40-50% juice, light",,2022-10-28
5406,2346166,survey_fndds_food,"Lemonade, fruit juice drink, light",,2022-10-28
5407,2346167,survey_fndds_food,"Pomegranate juice beverage, 40-50% juice, light",,2022-10-28
5408,2346168,survey_fndds_food,"Vegetable and fruit juice drink, with high vitamin C, diet",,2022-10-28
5409,2346169,survey_fndds_food,"Vegetable and fruit juice drink, with high vitamin C, light",,2022-10-28
5414,2346174,survey_fndds_food,"Fruit juice drink, reduced sugar (Sunny D)",,2022-10-28
5415,2346175,survey_fndds_food,Fruit juice drink (Capri Sun),,2022-10-28
5416,2346176,survey_fndds_food,"Fruit juice drink, with high vitamin C, plus added calcium",,2022-10-28
5417,2346177,survey_fndds_food,"Fruit juice drink, added calcium (Sunny D)",,2022-10-28
5420,2346180,survey_fndds_food,Oatmeal beverage with water,,2022-10-28
5421,2346181,survey_fndds_food,Oatmeal beverage with milk,,2022-10-28
5422,2346182,survey_fndds_food,Sugar cane beverage,,2022-10-28
5425,2346185,survey_fndds_food,"Wine, nonalcoholic",,2022-10-28
5426,2346186,survey_fndds_food,Nonalcoholic malt beverage,,2022-10-28
5427,2346187,survey_fndds_food,Shirley Temple,,2022-10-28
5432,2346192,survey_fndds_food,Beer,,2022-10-28
5433,2346193,survey_fndds_food,"Beer, light",,2022-10-28
5434,2346194,survey_fndds_food,"Beer, low carb",,2022-10-28
5435,2346195,survey_fndds_food,"Beer, higher alcohol",,2022-10-28
5436,2346196,survey_fndds_food,"Alcoholic malt beverage, sweetened",,2022-10-28
5437,2346197,survey_fndds_food,Alcoholic malt beverage,,2022-10-28
5438,2346198,survey_fndds_food,Hard cider,,2022-10-28
5441,2346201,survey_fndds_food,"Cocktail, NFS",,2022-10-28
5442,2346202,survey_fndds_food,Alexander,,2022-10-28
5443,2346203,survey_fndds_food,Bloody Mary,,2022-10-28
5444,2346204,survey_fndds_food,Canadian Club and soda,,2022-10-28
5445,2346205,survey_fndds_food,Cape Cod,,2022-10-28
5446,2346206,survey_fndds_food,Daiquiri,,2022-10-28
5447,2346207,survey_fndds_food,"Gelatin shot, alcoholic",,2022-10-28
5448,2346208,survey_fndds_food,Gimlet,,2022-10-28
5449,2346209,survey_fndds_food,Gin and Tonic,,2022-10-28
5450,2346210,survey_fndds_food,Greyhound,,2022-10-28
5451,2346211,survey_fndds_food,Jagerbomb,,2022-10-28
5452,2346212,survey_fndds_food,Kamikaze,,2022-10-28
5453,2346213,survey_fndds_food,Manhattan,,2022-10-28
5454,2346214,survey_fndds_food,Margarita,,2022-10-28
5455,2346215,survey_fndds_food,Martini,,2022-10-28
5457,2346217,survey_fndds_food,Mimosa,,2022-10-28
5458,2346218,survey_fndds_food,Mint julep,,2022-10-28
5459,2346219,survey_fndds_food,Mojito,,2022-10-28
5460,2346220,survey_fndds_food,Old fashioned,,2022-10-28
5461,2346221,survey_fndds_food,Orange Blossom,,2022-10-28
5462,2346222,survey_fndds_food,Rob Roy,,2022-10-28
5463,2346223,survey_fndds_food,Rusty Nail,,2022-10-28
5464,2346224,survey_fndds_food,Screwdriver,,2022-10-28
